id,sentence,dialect,source
22,હા નવરી રાન્ડ નાં છે સાચું ભાઈ 😂😂😂😂 તારક મહેતા વારા,surti,youtube_comments
23,અજુ લાંબો બનાવતાં આ વિડિઓ...તો સારું હતું😁😁 ..બો મઝા આવી😀😀😆 pleash bhai video thoduk moti video bnao bhai pleash bhai,surti,youtube_comments
24,આપણે તો તારક મહેતા કા ઉલ્ટા ચશ્મા જોતા જ નથી😁😁,surti,youtube_comments
25,ભાઈ બનાવો બનાવો....... મજા આવે છે...... આવા વિડિયો ની જરૂર છે..... હવે બીજી કોઈ સિરિયલ પકડો...... 🤣🤣🤣🤣🤣,surti,youtube_comments
26,મને એ કો કોઈ કે ટપુ નય હતો તો દયા જેઠા લાલ ને સુ કય ને બોલાવતી હસે 🤔🤔🤔🤔🤔🤔🤔,surti,youtube_comments
27,હજુ વિડિઓ લાંબો બનાવજો,surti,youtube_comments
28,જ્યારે ટપુ પેદા નોતો થયો ત્યારે દયા જેઠાલાલ ને કયા નામથી બોલાવતી હશે....😂😂,surti,youtube_comments
29,ભાઈ ગુજરાત ની દારૂ બંદી પર એક વિડ્યો બનાવો ને મસ્ત ટોપિક છે...,surti,youtube_comments
30,બબિતા તાનો છોકરો હોટ તો સારું હોટ,surti,youtube_comments
31,ભાઈ આ લોકો ની દારૂ પાટી પર એક નજર કરજો ભાઈ 🆕 પાર્થ 2,surti,youtube_comments
32,"કાલ કોક એપિસોડમા એવુ બતાવે કે જેઠાલાલ ગુજરી ગ્યો તો પણ નેક્સટ એપિસોડ વખતે તારક મેહતા બોલ્સે ""जो भी होगा ठहाको के साथ होगा देखते रहिये ह्स्ते रहिये""",surti,youtube_comments
33,બબીતા અને જેઠાલાલ વિષે વિડીયો બનાવો,surti,youtube_comments
34,ભાઈ એક વિડિયો. પાગલ લવરિયા પર બનાવો Love માં આત્મ હત્યા કરે છે. એ લોકો માટે વિડિયો બનાવો please... Bhai,surti,youtube_comments
35,આનો બીજો ભાગ બનાવો,surti,youtube_comments
36,આનુ ભાગ 2 જોયે ચે,surti,youtube_comments
37,Tarak mehta સિરીયલ મા મારે જેતલી ભરાસ કારવાની હતી તે આ લોકો એ પુરી કરી નાખી thenk you so much,surti,youtube_comments
38,ભાઈ પણ આટલો ગુસ્સો કેમ tmkocm માટે?,surti,youtube_comments
39,ભાઈ online game dream11 ઉપર 1 વીડિયો બનાવો ને એમાં 1 youtuber છે બેનસોદ અનુરાગ દિવેદી બોવ paid team આપીને વીડિયો બનવે છે તો એવા ઘુતારા ઉપર ગાળો ઠોકતો વીડિયો બનાવો ને pless,surti,youtube_comments
40,બબિતા તા અને જેઠાલાલ નુ કેને,surti,youtube_comments
41,બીજો ભાગ બનાવો part 2,surti,youtube_comments
42,Thank you ભાઈ મે SAB ચેનલ ચાલુ કરવાનો હતો...અખો ખુલી ગઈ 😜😜😜...,surti,youtube_comments
43,હવે ભાઈ CID પર વિડીયો બનાવ 👍,surti,youtube_comments
44,બબીતા ના બોલ ની વાત અને આયર નો લોદો,surti,youtube_comments
45,ખરેખર તમે દુનિયા નું સૌથી મોટું પૂણ્ય લો છો સૌને હસવવાનું ...... તમારા વિડિયો જોઈને તો મનને શાંતિ મલી જાય છે..... 😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣,surti,youtube_comments
46,Tarak meheta સિરિયલ ગમેતેમ હોય પણ ફેમિલિ સાથે જોઈ શકાય છે. થોડું પ્રાઉડ તો થવું જોય ભાઈ 3000 episodes પુરા કર્યા તેના,surti,youtube_comments
47,ક્યાં ગામ ના છો માદાર ચોડો 😅😅,surti,youtube_comments
48,કામા ભાઈ નો સાચો પ્રેમ જુવો,surti,youtube_comments
49,પંચમહાલ ની ભાષા અને દાહોદ ની ભાષા બોલતો મજા આવે .,surti,youtube_comments
50,"તમારી વાત કરો. લે તઈ, એ કાંઈ શુદ્ધ ગુજરાતી ભાષા નથી.",surti,youtube_comments
51,ચોટીલા માં આવજો માયા ભાઈ,surti,youtube_comments
52,"વાહ,નિર્મળદાન ભારે જમાવટ",surti,youtube_comments
53,વાહ વાહ વંદે હાસ્યમ્ વંદે ગુર્જરી,surti,youtube_comments
54,બરોડા સુરત ધર્મેશ and frediy episode best,surti,youtube_comments
55,અત્યાર સુધી નો જોયેલો સૌથી બેસ્ટ એપિસોડ 🙌❤️,surti,youtube_comments
56,જોરદાર મજા આવી ગઇ,surti,youtube_comments
57,"Not just enjoyed it. I loved it thoroughly . Lots of love for you Freddy, સુરત થી. V N Colour નાનપુરા માં ઘણી વાર તમારા ફોટા જોયા છે, એકાદ વાર સુરત માં એમ પણ જોયા છે. અદ્દભુત charm છે તમારો. ત્યારથી ફ્રેડી દારૂવાલા મને ગમે. ને ગજ્જબ છે આખી લવારી ટીમ. મજા આવે છે તમારા કોમેડી ફેક્ટરી ના episode જોવાની. Live જોવાની ઘણી ઈચ્છા છે. આશા રાખું કે, મારી આ ઈચ્છા હું ટૂંક સમય માં પૂરી કરી શકું.",surti,youtube_comments
58,પેલા મને લાગ્યું કે આ ભાઈ અટકી અટકી સુ બોલે છે પછી ખબર પડી કે આતો સુરતી છે એની માને ❤❤,surti,youtube_comments
59,Spacial... બારડોલી નો જયલો 😂😂😂 Freddy too much ..love u so much and proud to be surties ❤,surti,youtube_comments
60,વાહ લા સેલ્ફી લેવા કા આવ ભાઈ😂,surti,youtube_comments
61,જોરદાર ફેફસાં ફાડ મોજ 😂😂😂,surti,youtube_comments
62,હાર્દિક પંડ્યા please,surti,youtube_comments
63,દિલીપભાઈ જોષી ને બોલાવો મનનભાઈ.,surti,youtube_comments
64,અત્યાર સુધી નો બેસ્ટ એપિસોડ છે 😂😂😂😂,surti,youtube_comments
65,જેઠાલાલ ને બોલાવો 🎉❤,surti,youtube_comments
66,13:45 Sardar નાગરિક Bardoli,surti,youtube_comments
67,લવારીની લવારી કાઢી નાખી ફ્રેડીભાઈએ 😂😂😂😂,surti,youtube_comments
68,રવિન્દ્ર જાડેજા અને અક્ષય પટેલ એક સાથે,surti,youtube_comments
69,"4:45 , હેન્ડ શેક કર્યો તો એમને લાગ્યું કે હાથમાં લખોટી કેમ પકડી છે",surti,youtube_comments
70,હિતેશ અંતાળા ને બોલાવો 😲😲😲 આવા કલાકાર બોલાવો,surti,youtube_comments
71,પ્લીઝ એક વાર આપડા SB HINDUSTANI ટીમ ( ફુમતાજી) કોમેડી મેન ને બોલાવો 🙏 VOTE FOR SB HINDUSTANI ટીમ,surti,youtube_comments
72,Amnu નામ આજે j સાંભળ્યું છે 😜 કોણ છે Freddy,surti,youtube_comments
73,"સાવ બક્વાસ,એક પણ વાર હસવું ન આવ્યું.એકલી પીંજણ અને સલાહો જ દીધી.લાઇન બદલો.",surti,youtube_comments
74,બધું બધાને નથી ગમતું,surti,youtube_comments
75,જય જય માતાજી અમિતાભાઈ ૧: ૧૩૫નો હુરટી માવો ૨: અધુરૂ ભણતર છોડેલુ ખમણ એટલે હુરટી લોચો ૩: ₹ રૂપિયાને એ લોકો પૈયહા કહે છે ૪: બુદ્ધિ નુ બુઢ્ઢી ૫: માથામાં કંઈક નાખવું હોય તો માઠામા લાખ એવુ બોલે છે ૬: ત્રાસી ગયો એટલે ટ્રાસી ગયો,surti,youtube_comments
76,અરે અમિત ભાઈ jordaaaaaaaar....,surti,youtube_comments
77,હમારા આદીવાસી પ્રજા દાહોદ માટેક 1 ❤❤❤❤❤❤❤ 2 ઈબોલો,surti,youtube_comments
78,આવજો તો ક્યારેક સુરત,surti,youtube_comments
79,અમીત ભાઈ સુરતની એક ખાસ મજાની વાત એ છે કે રાતના ત્રણ વાગ્યે પણ તમે એમ કહેશો ને કે ભાઈ મને ચાય પીવી છે તો તમને એમ સાંભળવા મળસે કે હા ભાઈ ચાલો સ્ટેસન પર જઇએ,surti,youtube_comments
80,Good Evening Sir આવાં જ સારાં વિડિયો મુકતાં રહેજો.,surti,youtube_comments
81,મજા પડી ગઈ અમીત ભાઈ,surti,youtube_comments
82,શરુઆત માં જે music વાગે છે એનુ નામ આપો ...Plzzzzzzzzzz,surti,youtube_comments
83,ભાવનગર ઊપર વીડિયો બનાવો,surti,youtube_comments
84,કોય દિવસ સાબરકાંઠા ની પણ વાત તો કરો ..,surti,youtube_comments
85,અમીત ભાઈ નમસ્કાર હુ શું કહેતો તો કે તમે એક વાર વિજાપુર પર વિડીયો બનાવો ને Pllzzz 😔,surti,youtube_comments
86,આ ભાષા ...સુરતી ની નથી પણ...પારસી લોકો ની ભાષા છે...,surti,youtube_comments
87,દાહોદ શહેરનો Video બનાવો.,surti,youtube_comments
88,પ્રેક્ષકો એક ના એક કેમ હોય છે હર પ્રોગ્રામ માં,surti,youtube_comments
89,AMIT BHAI HAVE STUDENT AND TEACHER પર કઇંક બનાવો.,surti,youtube_comments
90,ભાઈ કાઈ રાજા વિશે બનાવો ને,surti,youtube_comments
91,મજા આવી ગઇ અમીત ખુવા એની માને. વિઙિયો જોઇને,surti,youtube_comments
92,"સુરતીલાલા સહેલાણી , ખાણી - પીણી ને લ્હાણીમાં કીધી જીંદગી ધૂળધાણી",surti,youtube_comments
93,મામી ના વિષય કો અમીત ખુવા,surti,youtube_comments
94,થોડા જ દિવસમાં આ ચેનલ ઉપર જેવી ભાઈ ની સફળતાની કહાની આવી રહી છે તો બધા તૈયાર રહેજો,surti,youtube_comments
95,બહુ જ સરસ તમારો વિડીયો છે સુરતી ભાષા તો મને બહુ જ સરસ ગમે છે એટલે સુરતી ભાષામાં જ વિડીયો બનાવો,surti,youtube_comments
96,સુપર હીટ વીડીઓ જોરદાર,surti,youtube_comments
97,હાય જે.વી.ભાઈ તમારા બધા વિડીયો હું જોવું સુ પણ તમે પણ કાય નવુ લાવો ને કે તમારા સાથે એક સેલ્ફી જોવે સે,surti,youtube_comments
98,હુ દાહોદ શહેર થી,surti,youtube_comments
99,જય માતાજી 🙏🙏🙏 વિડિયો બવ સારો સ ભઈ👌,surti,youtube_comments
100,સુરતી ને એકજ પોઈન્ટ...,surti,youtube_comments
101,હા ગુજરાતી ની મોજ હા,surti,youtube_comments
102,Video jordar hatto banne tu teleng jordar bhai And Surat @bhavin_variya હીરા ના કારખાના ઉપર વિડિયો બનાવો વાલા,surti,youtube_comments
103,પૈસા ખર્ચવા માટે ગજું હોવું જોઈએ જે સુરતીલાલા જ કરી શકે ખાલી... Proud to be a gujarati... 🤘,surti,youtube_comments
104,ઐયો ની યોર્ક થી બીજો સબસ્ક્રાઈબર :),surti,youtube_comments
105,આ છુરતી ઓ કેવી ભાષા બોલે છે?? ડોસ્ટાર 😂😂😂,surti,youtube_comments
106,વાહ અમદાવાદ વાહ,surti,youtube_comments
107,તમે કેમ કોમેટ નો જવાબ નથી આપતા જે વી ભાઈ અમે તમારા બધાજ વિડિયો જોઈએ છી એ ભાઈ જવાબ નો આપોતો કય વાધો નાય ભાઈ,surti,youtube_comments
108,બો મસ્ત વડો.... ગાળ સાંભળી ને મને બો જ મઝા આવે છે,surti,youtube_comments
109,એ ની માને શું તમારો વિડિઓ છે,surti,youtube_comments
110,"આ વીડિયો મે 10 વાર જોયો છે, બો મજા આવી ગઈ. ભગવાન તમને તંદુરસ્ત રાખે",surti,youtube_comments
111,બાપા બાપા હદ બહાર નું હસુ આવે એવુ 😂😂😂😂😂😂,surti,youtube_comments
112,મોટી મોટી હૉસ્પિટલ ના વિશે કંઇક કૉમેડી બનાવો,surti,youtube_comments
113,એકદમ બરાબર યાર😂😂,surti,youtube_comments
114,"તમારો હેપ્પી બર્થડે ક્યારે છે , એડવાન્સ માં હેપ્પી બર્થડે ટુ યુ .😂😂😂🤣",surti,youtube_comments
115,Are ભાઈ op vidio છે સાચું લા ભાઈ મસ્ત vidio chr,surti,youtube_comments
116,Must majha આવી યાર,surti,youtube_comments
117,આ વીડીયો ગમ્યો ભાઈ 😂😂🤣🤣😂😂🤣🤣😂🤣🤣😂😂🤣🤣😂🤣🤣😂😂🤣,surti,youtube_comments
118,ભાઈ ...તું હો anime જોય છે કે હું...2.23 મિનિટે video માં પાછળ ઉભા scroll પર japanese માં લયખું છે ને...Koko ni tekisuto wo sounyu suru..(insert text here)..😃✌️,surti,youtube_comments
119,નંબર 1 ગુજરાતી કોમેડી ચેનલ,surti,youtube_comments
120,આવા વિડિયો બનાવો ભાઈ 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😜😜😜😜😜😜😜😜😜😜😜😜⚘⚘⚘⚘⚘👈👌👍👍👍,surti,youtube_comments
121,તમારા વિડિયો બહુ સરસ છે 😅😅😅😅😅😅,surti,youtube_comments
122,હિંદી બોલતા નથી આવડતું 😂😂😂😂,surti,youtube_comments
123,હજી અવાજ ભારે વિડિઓ બનાવો,surti,youtube_comments
124,પંજાબી સબજી અલગ અલગ કરીને આપે,surti,youtube_comments
125,"દવાખાના પર વિડિઓ બનાબો ઇનજિક્સન તો જો મોટા લડ જેવુ છે એવી કોમેડી વાળુ વિડિઓ બનાવો ,,,,,",surti,youtube_comments
126,ભાઇ તમારી ચેનલ મોનીતાયઝેસં ઓન થય છે??,surti,youtube_comments
127,અદભૂત કોમેડી સૂપર,surti,youtube_comments
128,ભાઈ મોજ કરી નાખી હો,surti,youtube_comments
129,😂😂😂😂 no maja ave હસવાનું,surti,youtube_comments
130,અસલ સુરતી હો ભાઈ....,surti,youtube_comments
131,હાય લવર માસોદામણા,surti,youtube_comments
132,ભાઈ આવાજ વીડિયો બામાઓ,surti,youtube_comments
133,રિવરફ્રન્ટ કપલ ના વિડિઓ બનાવો,surti,youtube_comments
134,રોજ જો તમારા વિડિયો જોયા pchi ગારો બોલવાનું સિખી j જશે...,surti,youtube_comments
135,ભાઈ ટિકટોક ના રનડવા ઉપર બનાવો ... ગેલ ચોદયા ગાંડ વગરના લોટા જેવાનો ત્રાસ થઈ ગયો છે,surti,youtube_comments
136,તમારા નામ શું છે,surti,youtube_comments
137,તમારા લગન થયા છે,surti,youtube_comments
138,લાઈવ-ટેલીકાસ્ટ કરીને આવીયો છું 😄😄🤣😅😅😆😄,surti,youtube_comments
139,સુરતી ભાષા આમ બી બવ મજા ની હોય છે.. વાતે વાતે ગાર તો નીકળે જ છે...,surti,youtube_comments
140,એ ભાઈ હસી હસી ને ગોટો વાળી દીધો .... આવા ચાર દોસ્ત ભેગા થાય એટલે આવું જ થાય 😂😂😂😂😂😂😂😂😂,surti,youtube_comments
141,પ્લાનિંગ કરવું પડે આગળથી😂😂😂,surti,youtube_comments
142,હસી હસીને ગોટો વળી ગયા ભાઈ 😅😅😅😅😅,surti,youtube_comments
143,એક ભાઈ શરીફ સે યાર 😂😂,surti,youtube_comments
144,Manikaka ને વંદન એકલા જ વિરોધ કર્યો આવા નિંદનીય ગીતો નો👏👏,surti,youtube_comments
145,હા લગ્ન માં એવુજ ચાલે .જવાબ તો આપવોજ પડે😂😂😂,surti,youtube_comments
146,કોન કોન રીલ જોઈને આવ્યાં 😅😅😅😂,surti,youtube_comments
147,દિનકર મહેતા નો ચેલો લાગે છે આ ભાઈ ..એટલે આવા સુર માં મનિકાકા ની બજાવે છે😂😂😂,surti,youtube_comments
148,મની કાકા એતો મોજ કરાવી 😢,surti,youtube_comments
149,આતો લગન માં આવુજ ચાલે 😂😂😂😂😂,surti,youtube_comments
150,"આને કેવાય કે, હાડિયા નું હસવું થાય ને દેડકા નો જીવ જાય🤣🤣🤣🤣👌👌👌👌",surti,youtube_comments
151,મનીયા નો લૉડો લબડે 😂😂😂,surti,youtube_comments
152,જયારે સાંભળું નેં પેટ પકડી નેં હસુ આવે 6 ભાઈ....,surti,youtube_comments
153,વાહ ધીરૂભાઈ વાહ❤❤❤❤❤,surti,youtube_comments
154,❤ કાગ બાપુની કલમ 👌 વાહ ધીરૂભાઈ વાહ,surti,youtube_comments
155,🎉 બહુ સારી વાત કરી છે 😅,surti,youtube_comments
156,જગદીશ વડૉદરાગુજરાત,surti,youtube_comments
157,😅 વાહ ધીરુ તારા ડાયરા બાકી,surti,youtube_comments
158,વાહ વાહ ધીરૂભાઈ,surti,youtube_comments
159,વાહ ધીરૂભાઇ વાહ 😂😂,surti,youtube_comments
160,જય શ્રીરામ ધીરુભાઈ,surti,youtube_comments
161,ધન્ય વાદ ધીરુભાઈ ધન્ય વાદ ધન્ય વાદ,surti,youtube_comments
162,વાહ વાહ સરસ છે હો વાહ વાહ વાહ,surti,youtube_comments
163,જ્ઞાન સાથે ગમ્મત મોજ આવી ગઇ હો બાકી.. 👌👌👌🤝👍👍👍,surti,youtube_comments
164,"માનનીય શ્રી ધીરુભાઈ ખુબ ખુબ અભિનંદન ધન્ય છે આપની કૌટુંબિક સામાજિક માનભરી ભાષા સદાય રહેશે,,",surti,youtube_comments
165,હા મોજ મસ્તી હા ધીરૂભાઇ સરવૈયા તમારી મોજ મસ્તી હા જય હો સંતવાણી ભજન સંતવાણી લૉકસાહિતય કાર નો જય હો 🙏🙏🙏👍🏼👍🏼👍🏼🎺🎺🎺🇮🇳🇮🇳🇮🇳,surti,youtube_comments
166,ધીરુભાઈ એટલે ધીરુભાઈ.. ખરેખર કોમેડી ના બાદશાહ 👌👍,surti,youtube_comments
167,ધીરૂ ભાઈ બિન હરિફ છે 🙏😄 ખુબજ અભિનંદન ભાઇ,surti,youtube_comments
168,હાસ્ય સાથે જીવનની કેડી પર કેમ હાલવુ એનાં પથદર્શક છે... ધીરૂભાઇ 🙏,surti,youtube_comments
169,"મોજ ધીરુભાઇ મોજ ધીરુભાઇ તમને મારા મેરેજમાં પ્રોગ્રામમાં બોલાવવા છે. તમારો કોન્ટેક્ટ કેમ કરવો. Mukesh Kumar Kukadiya From ; Barwala, Jasdan, Rajkot, Gujarat",surti,youtube_comments
170,સગા કાકા થાય સે તમારા કે !?🤔😕,surti,youtube_comments
171,ધીરુભાઈ જયશ્રી ચામુંડા માતા જી,surti,youtube_comments
172,ધીરુભાઈ ની tlpadi વાણી અને રજૂ કરવાની ઢબ કાબિલે દાદ.,surti,youtube_comments
173,વાહ ભીખુભાઈ વીરપુર નું ઘરેણું,surti,youtube_comments
174,સરસ વિડીયો ધીરુભાઈ માં કાંઇ ના ઘટે 🙏👍👍👍👍👍👍👍👍👍👍👍,surti,youtube_comments
175,🎉🎉જય ગુરુ મહારાજ ધીરુભાઈ 🎉🎉,surti,youtube_comments
176,વ્યવહારિક અને આધ્યાત્મિક નુ જોડ છે ધીરૂભાઇ સરવૈયા એકદમ ઓશો જેવા,surti,youtube_comments
177,હા ધીરુ ની મોજ હા,surti,youtube_comments
178,"ઓહો, ધીરુભાઈ યુટ્યુબ ટ્રેન્ડિંગ માં, વાહ...",surti,youtube_comments
179,🙏 બસમાં સીસીટીવી હોય તો પેસેન્જર નો ભૂલાયેલો સામાન તેમના ઘર સુધી પહોંચાડી શકાય.🙏 🙏 - શાર્દુલ કાન્તિભાઈ પટેલ,surti,youtube_comments
180,આ તો ધીરૂભાઈ મોજ કરાવી દે એવા હો કાય નો ગટે 😂😂😂😂,surti,youtube_comments
181,મોખવારિવેશેબોલોસાહેબ,surti,youtube_comments
182,વાહ ધિરૂભાઈ તમારી મોજ,surti,youtube_comments
183,ન્જનલલનનનનલલલલનલનનનનલલલલલલનલલલ્કલલનનનવનલ્કનવ્મધ્ધનનનનલલનનનનનનનનનનન્જનનનન,surti,youtube_comments
184,વાહ ધીરુભાઈ વાહ,surti,youtube_comments
185,ધીરૂભાઈ એ મોજ કરાવી દીધી 😂😂😂😂,surti,youtube_comments
186,હા મોજ હા 👌ધીરુ ભાઈ ❤️👍,surti,youtube_comments
187,વાહ ભાઈ વાહ સરસ 👍 ધીરુભાઇ,surti,youtube_comments
188,ઈનાબાપના પૈસા આપે છે,surti,youtube_comments
189,વાહ ધીરુભાઈ વાહ.,surti,youtube_comments
190,વાહ ધીરુભાઈ વાહ સૌરાષ્ટ્ર નું ગૌરવ,surti,youtube_comments
191,ખુબજ કામ નું રમુજી સમજણ..,surti,youtube_comments
192,Om namah shivay.. ધીરુભાઈ,surti,youtube_comments
193,"જય, માતાજી 🌹 ધીરુભાઈ 🌹પગીનુ, પનોતી, મીકી,કહેશો,કોઈ, જીવનમાં,સફળતા,મળવાનથિન,દેતા,પગના,ચંપલમા,જોખાય,",surti,youtube_comments
194,ભાવનગર વાળા like કરજો,surti,youtube_comments
195,ધીરુભાઈ નુ હiલી ગિયુ સે,surti,youtube_comments
196,ધધધધધછરધધધધ ધધધધ,surti,youtube_comments
197,"ધીરુભાઈ,,જમાવટ,,હોય,,,,,હોય,,,ને,,,હોય,,,.",surti,youtube_comments
198,Best. સરસ ખૂબ સરસ,surti,youtube_comments
199,24 મીનીટ જલદી થઈ જાય જય હિદ🇮🇳 વંદેમાતરમ,surti,youtube_comments
200,💐સરસ ધીરુભાઈ💐 જય સ્વામિનારાયણ💐,surti,youtube_comments
201,ધીરુ ભાઈ ટ્રેડિંગ માં સે 33 મો વીડિયો સે હા મોજ હા,surti,youtube_comments
202,મારા અતિપ્રિય હાસ્ય કલાકાર.🙏🙏,surti,youtube_comments
203,ઓકે ગુડ બહુ સરસ,surti,youtube_comments
204,વાહ ધીરુ ભાઈ વાહ😃😁😃😁,surti,youtube_comments
205,હા મોજ હા ઘીરૂભાઈ,surti,youtube_comments
206,🌹👌👍સુપરસ્ટાર ધીરૂભાઈ,surti,youtube_comments
207,ધીરુભાઈ એટલે બસ,surti,youtube_comments
208,બહુ મજાનો ગુજરાતી કલાકાર,surti,youtube_comments
209,મીરા મન ખુલીને હસી રહી છે,surti,youtube_comments
210,હું નાનપણ થી ધીરુભાઈ ને સા મભ રૂ સુ,surti,youtube_comments
211,આમ નવા જોક્સ મુકતા રહો ભાઈ 👍🙏🙏 🙏 અને અમને હસાવતા રહો 🙏🙏,surti,youtube_comments
212,હું પણ ખોડા ભાઈ,surti,youtube_comments
213,આ ખો ભાગ. મોક લો. ભાઇ. એક ધારી. વાત જોઈ. છે.,surti,youtube_comments
214,હાસ્ય કલાકાર તો આપણા સૌરાષ્ટ્ર ના ને ધીરુભાઈ સરવૈયા એક નંબર....,surti,youtube_comments
215,ભગવાનને કહેવામાં આવેતે ભગવાન કરે છે પરંતુ આપણે કરવા જેવાં કામ ભગવાનને કહેવાના નથી અને પોતે કરવાનાં છે.જય યોગેશ્વર.,surti,youtube_comments
216,🙏જયશ્રી કૃષ્ણ ધીરૂભાઈ 🙏,surti,youtube_comments
217,વાહ ધીરુભાઈ સરકારી કર્મચારીની સાચી વાત વર્ણવી,surti,youtube_comments
218,વાહ ધીરૂભાઇ be વાહ,surti,youtube_comments
219,જોરદાર કૉમેડી ની સાથે સાચી સમજ પણ આપે છે જેમ કે corona મા docter અને હોસ્પિટલ staff ની વાત કરી ઍ 100% સાચી છે.,surti,youtube_comments
220,@jogranakadvabhai8138 🙏જયશ્રી કૃષ્ણ 🙏,surti,youtube_comments
221,corona ની વાત પણ સાચી છે.,surti,youtube_comments
222,વાહ હાસ્ય કલાકાર ધીરુભાઈ સરવૈયા,surti,youtube_comments
223,તમાંરો નંબર આપો ધીરૂભાઈ,surti,youtube_comments
224,વનસ્પતિનો ખોરાક આપણાથી છિનવાય નહીં તેવું જીવન જીવતા રહીશું.જય યોગેશ્વર.,surti,youtube_comments
225,જોરદાર ધીરુભાઈ બઉ જ સરસ,surti,youtube_comments
226,મારા દાદા જીનકા હતા તયે તમારા વીડિયો બોવ જોતા,surti,youtube_comments
227,માણા જેવા જોક સંભળાવી જો,surti,youtube_comments
228,જીવન પવિત્ર બનતું જાય તેને મહેનત કહેવાય એટલે કે ભક્તિ.જય યોગેશ્વર.,surti,youtube_comments
229,ધીરૂભાઇ ના જોક્સ તમને ગમે તો એક લાઈક જરૂર કરો,surti,youtube_comments
230,વનસ્પતિ નો ખોરાક આપણાથી છીનવાઈ નહી તેવુ જીવન જીવતા રહીશુ જય યોગેશ્વર,surti,youtube_comments
231,નાના ભડલા તા બોટાદ,surti,youtube_comments
232,તારા વગર એકલા બહાર જવાય... પાટલુન વગર થોડી જવાય?? 😄😄😄😄😄,surti,youtube_comments
233,મારે મોદી સાહેબના પગલે ચાલવું છે અને તું જશોદા બેન નાં પગલે. ચાલ 😂😂😂,surti,youtube_comments
234,સુપર હિટ કૉમેડી ફિલ્મ 👌🙏😀😆😆😀😀❤,surti,youtube_comments
235,દિના બેન સૌથી વધુ મને તમે બધા સાથે મળીને બેઠા છો એ ગમ્યો ❤,surti,youtube_comments
236,બેસ્ટ મેસે બેસ્ટ ગુજ્જુભાઈ❤❤❤❤❤❤❤😅😅😅😅😅😅,surti,youtube_comments
