id,sentence,dialect,source
27,જ્યારે ટપુ પેદા નોતો થયો ત્યારે દયા જેઠાલાલ ને કયા નામથી બોલાવતી હશે....😂😂,surti,balanced
28,ભાઈ ગુજરાત ની દારૂ બંદી પર એક વિડ્યો બનાવો ને મસ્ત ટોપિક છે...,surti,balanced
29,બબિતા તાનો છોકરો હોટ તો સારું હોટ,surti,balanced
30,ભાઈ આ લોકો ની દારૂ પાટી પર એક નજર કરજો ભાઈ 🆕 પાર્થ 2,surti,balanced
31,"કાલ કોક એપિસોડમા એવુ બતાવે કે જેઠાલાલ ગુજરી ગ્યો તો પણ નેક્સટ એપિસોડ વખતે તારક મેહતા બોલ્સે ""जो भी होगा ठहाको के साथ होगा देखते रहिये ह्स्ते रहिये""",surti,balanced
32,બબીતા અને જેઠાલાલ વિષે વિડીયો બનાવો,surti,balanced
33,ભાઈ એક વિડિયો. પાગલ લવરિયા પર બનાવો Love માં આત્મ હત્યા કરે છે. એ લોકો માટે વિડિયો બનાવો please... Bhai,surti,balanced
34,આનો બીજો ભાગ બનાવો,surti,balanced
35,આનુ ભાગ 2 જોયે ચે,surti,balanced
36,Tarak mehta સિરીયલ મા મારે જેતલી ભરાસ કારવાની હતી તે આ લોકો એ પુરી કરી નાખી thenk you so much,surti,balanced
37,ભાઈ પણ આટલો ગુસ્સો કેમ tmkocm માટે?,surti,balanced
38,ભાઈ online game dream11 ઉપર 1 વીડિયો બનાવો ને એમાં 1 youtuber છે બેનસોદ અનુરાગ દિવેદી બોવ paid team આપીને વીડિયો બનવે છે તો એવા ઘુતારા ઉપર ગાળો ઠોકતો વીડિયો બનાવો ને pless,surti,balanced
39,બબિતા તા અને જેઠાલાલ નુ કેને,surti,balanced
40,બીજો ભાગ બનાવો part 2,surti,balanced
41,Thank you ભાઈ મે SAB ચેનલ ચાલુ કરવાનો હતો...અખો ખુલી ગઈ 😜😜😜...,surti,balanced
42,હવે ભાઈ CID પર વિડીયો બનાવ 👍,surti,balanced
43,બબીતા ના બોલ ની વાત અને આયર નો લોદો,surti,balanced
44,ખરેખર તમે દુનિયા નું સૌથી મોટું પૂણ્ય લો છો સૌને હસવવાનું ...... તમારા વિડિયો જોઈને તો મનને શાંતિ મલી જાય છે..... 😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣,surti,balanced
45,Tarak meheta સિરિયલ ગમેતેમ હોય પણ ફેમિલિ સાથે જોઈ શકાય છે. થોડું પ્રાઉડ તો થવું જોય ભાઈ 3000 episodes પુરા કર્યા તેના,surti,balanced
46,ક્યાં ગામ ના છો માદાર ચોડો 😅😅,surti,balanced
47,કામા ભાઈ નો સાચો પ્રેમ જુવો,surti,balanced
48,પંચમહાલ ની ભાષા અને દાહોદ ની ભાષા બોલતો મજા આવે .,surti,balanced
49,"તમારી વાત કરો. લે તઈ, એ કાંઈ શુદ્ધ ગુજરાતી ભાષા નથી.",surti,balanced
50,ચોટીલા માં આવજો માયા ભાઈ,surti,balanced
51,"વાહ,નિર્મળદાન ભારે જમાવટ",surti,balanced
52,વાહ વાહ વંદે હાસ્યમ્ વંદે ગુર્જરી,surti,balanced
53,અત્યાર સુધી નો જોયેલો સૌથી બેસ્ટ એપિસોડ 🙌❤️,surti,balanced
54,જોરદાર મજા આવી ગઇ,surti,balanced
55,પેલા મને લાગ્યું કે આ ભાઈ અટકી અટકી સુ બોલે છે પછી ખબર પડી કે આતો સુરતી છે એની માને ❤❤,surti,balanced
56,વાહ લા સેલ્ફી લેવા કા આવ ભાઈ😂,surti,balanced
57,જોરદાર ફેફસાં ફાડ મોજ 😂😂😂,surti,balanced
58,હાર્દિક પંડ્યા please,surti,balanced
59,દિલીપભાઈ જોષી ને બોલાવો મનનભાઈ.,surti,balanced
60,અત્યાર સુધી નો બેસ્ટ એપિસોડ છે 😂😂😂😂,surti,balanced
61,જેઠાલાલ ને બોલાવો 🎉❤,surti,balanced
62,લવારીની લવારી કાઢી નાખી ફ્રેડીભાઈએ 😂😂😂😂,surti,balanced
63,રવિન્દ્ર જાડેજા અને અક્ષય પટેલ એક સાથે,surti,balanced
64,"4:45 , હેન્ડ શેક કર્યો તો એમને લાગ્યું કે હાથમાં લખોટી કેમ પકડી છે",surti,balanced
65,હિતેશ અંતાળા ને બોલાવો 😲😲😲 આવા કલાકાર બોલાવો,surti,balanced
66,Amnu નામ આજે j સાંભળ્યું છે 😜 કોણ છે Freddy,surti,balanced
67,"સાવ બક્વાસ,એક પણ વાર હસવું ન આવ્યું.એકલી પીંજણ અને સલાહો જ દીધી.લાઇન બદલો.",surti,balanced
68,બધું બધાને નથી ગમતું,surti,balanced
69,જય જય માતાજી અમિતાભાઈ ૧: ૧૩૫નો હુરટી માવો ૨: અધુરૂ ભણતર છોડેલુ ખમણ એટલે હુરટી લોચો ૩: ₹ રૂપિયાને એ લોકો પૈયહા કહે છે ૪: બુદ્ધિ નુ બુઢ્ઢી ૫: માથામાં કંઈક નાખવું હોય તો માઠામા લાખ એવુ બોલે છે ૬: ત્રાસી ગયો એટલે ટ્રાસી ગયો,surti,balanced
70,હમારા આદીવાસી પ્રજા દાહોદ માટેક 1 ❤❤❤❤❤❤❤ 2 ઈબોલો,surti,balanced
71,આવજો તો ક્યારેક સુરત,surti,balanced
72,અમીત ભાઈ સુરતની એક ખાસ મજાની વાત એ છે કે રાતના ત્રણ વાગ્યે પણ તમે એમ કહેશો ને કે ભાઈ મને ચાય પીવી છે તો તમને એમ સાંભળવા મળસે કે હા ભાઈ ચાલો સ્ટેસન પર જઇએ,surti,balanced
73,Good Evening Sir આવાં જ સારાં વિડિયો મુકતાં રહેજો.,surti,balanced
74,મજા પડી ગઈ અમીત ભાઈ,surti,balanced
75,શરુઆત માં જે music વાગે છે એનુ નામ આપો ...Plzzzzzzzzzz,surti,balanced
76,ભાવનગર ઊપર વીડિયો બનાવો,surti,balanced
77,કોય દિવસ સાબરકાંઠા ની પણ વાત તો કરો ..,surti,balanced
78,અમીત ભાઈ નમસ્કાર હુ શું કહેતો તો કે તમે એક વાર વિજાપુર પર વિડીયો બનાવો ને Pllzzz 😔,surti,balanced
79,આ ભાષા ...સુરતી ની નથી પણ...પારસી લોકો ની ભાષા છે...,surti,balanced
80,દાહોદ શહેરનો Video બનાવો.,surti,balanced
81,પ્રેક્ષકો એક ના એક કેમ હોય છે હર પ્રોગ્રામ માં,surti,balanced
82,ભાઈ કાઈ રાજા વિશે બનાવો ને,surti,balanced
83,મજા આવી ગઇ અમીત ખુવા એની માને. વિઙિયો જોઇને,surti,balanced
84,"સુરતીલાલા સહેલાણી , ખાણી - પીણી ને લ્હાણીમાં કીધી જીંદગી ધૂળધાણી",surti,balanced
85,મામી ના વિષય કો અમીત ખુવા,surti,balanced
86,થોડા જ દિવસમાં આ ચેનલ ઉપર જેવી ભાઈ ની સફળતાની કહાની આવી રહી છે તો બધા તૈયાર રહેજો,surti,balanced
87,બહુ જ સરસ તમારો વિડીયો છે સુરતી ભાષા તો મને બહુ જ સરસ ગમે છે એટલે સુરતી ભાષામાં જ વિડીયો બનાવો,surti,balanced
88,સુપર હીટ વીડીઓ જોરદાર,surti,balanced
89,હાય જે.વી.ભાઈ તમારા બધા વિડીયો હું જોવું સુ પણ તમે પણ કાય નવુ લાવો ને કે તમારા સાથે એક સેલ્ફી જોવે સે,surti,balanced
90,હુ દાહોદ શહેર થી,surti,balanced
91,જય માતાજી 🙏🙏🙏 વિડિયો બવ સારો સ ભઈ👌,surti,balanced
92,સુરતી ને એકજ પોઈન્ટ...,surti,balanced
93,હા ગુજરાતી ની મોજ હા,surti,balanced
94,પૈસા ખર્ચવા માટે ગજું હોવું જોઈએ જે સુરતીલાલા જ કરી શકે ખાલી... Proud to be a gujarati... 🤘,surti,balanced
95,ઐયો ની યોર્ક થી બીજો સબસ્ક્રાઈબર :),surti,balanced
96,આ છુરતી ઓ કેવી ભાષા બોલે છે?? ડોસ્ટાર 😂😂😂,surti,balanced
97,વાહ અમદાવાદ વાહ,surti,balanced
98,તમે કેમ કોમેટ નો જવાબ નથી આપતા જે વી ભાઈ અમે તમારા બધાજ વિડિયો જોઈએ છી એ ભાઈ જવાબ નો આપોતો કય વાધો નાય ભાઈ,surti,balanced
99,બો મસ્ત વડો.... ગાળ સાંભળી ને મને બો જ મઝા આવે છે,surti,balanced
100,એ ની માને શું તમારો વિડિઓ છે,surti,balanced
101,"આ વીડિયો મે 10 વાર જોયો છે, બો મજા આવી ગઈ. ભગવાન તમને તંદુરસ્ત રાખે",surti,balanced
102,બાપા બાપા હદ બહાર નું હસુ આવે એવુ 😂😂😂😂😂😂,surti,balanced
103,મોટી મોટી હૉસ્પિટલ ના વિશે કંઇક કૉમેડી બનાવો,surti,balanced
104,એકદમ બરાબર યાર😂😂,surti,balanced
105,"તમારો હેપ્પી બર્થડે ક્યારે છે , એડવાન્સ માં હેપ્પી બર્થડે ટુ યુ .😂😂😂🤣",surti,balanced
106,Are ભાઈ op vidio છે સાચું લા ભાઈ મસ્ત vidio chr,surti,balanced
107,નંબર 1 ગુજરાતી કોમેડી ચેનલ,surti,balanced
108,તમારા વિડિયો બહુ સરસ છે 😅😅😅😅😅😅,surti,balanced
109,હિંદી બોલતા નથી આવડતું 😂😂😂😂,surti,balanced
110,હજી અવાજ ભારે વિડિઓ બનાવો,surti,balanced
111,પંજાબી સબજી અલગ અલગ કરીને આપે,surti,balanced
112,"દવાખાના પર વિડિઓ બનાબો ઇનજિક્સન તો જો મોટા લડ જેવુ છે એવી કોમેડી વાળુ વિડિઓ બનાવો ,,,,,",surti,balanced
113,ભાઇ તમારી ચેનલ મોનીતાયઝેસં ઓન થય છે??,surti,balanced
114,અદભૂત કોમેડી સૂપર,surti,balanced
115,ભાઈ મોજ કરી નાખી હો,surti,balanced
116,અસલ સુરતી હો ભાઈ....,surti,balanced
117,હાય લવર માસોદામણા,surti,balanced
118,ભાઈ આવાજ વીડિયો બામાઓ,surti,balanced
119,રિવરફ્રન્ટ કપલ ના વિડિઓ બનાવો,surti,balanced
120,રોજ જો તમારા વિડિયો જોયા pchi ગારો બોલવાનું સિખી j જશે...,surti,balanced
121,ભાઈ ટિકટોક ના રનડવા ઉપર બનાવો ... ગેલ ચોદયા ગાંડ વગરના લોટા જેવાનો ત્રાસ થઈ ગયો છે,surti,balanced
122,તમારા નામ શું છે,surti,balanced
123,તમારા લગન થયા છે,surti,balanced
124,લાઈવ-ટેલીકાસ્ટ કરીને આવીયો છું 😄😄🤣😅😅😆😄,surti,balanced
125,સુરતી ભાષા આમ બી બવ મજા ની હોય છે.. વાતે વાતે ગાર તો નીકળે જ છે...,surti,balanced
126,એ ભાઈ હસી હસી ને ગોટો વાળી દીધો .... આવા ચાર દોસ્ત ભેગા થાય એટલે આવું જ થાય 😂😂😂😂😂😂😂😂😂,surti,balanced
127,પ્લાનિંગ કરવું પડે આગળથી😂😂😂,surti,balanced
128,હસી હસીને ગોટો વળી ગયા ભાઈ 😅😅😅😅😅,surti,balanced
129,એક ભાઈ શરીફ સે યાર 😂😂,surti,balanced
130,Manikaka ને વંદન એકલા જ વિરોધ કર્યો આવા નિંદનીય ગીતો નો👏👏,surti,balanced
131,હા લગ્ન માં એવુજ ચાલે .જવાબ તો આપવોજ પડે😂😂😂,surti,balanced
132,કોન કોન રીલ જોઈને આવ્યાં 😅😅😅😂,surti,balanced
133,દિનકર મહેતા નો ચેલો લાગે છે આ ભાઈ ..એટલે આવા સુર માં મનિકાકા ની બજાવે છે😂😂😂,surti,balanced
134,મની કાકા એતો મોજ કરાવી 😢,surti,balanced
135,આતો લગન માં આવુજ ચાલે 😂😂😂😂😂,surti,balanced
136,"આને કેવાય કે, હાડિયા નું હસવું થાય ને દેડકા નો જીવ જાય🤣🤣🤣🤣👌👌👌👌",surti,balanced
137,મનીયા નો લૉડો લબડે 😂😂😂,surti,balanced
138,જયારે સાંભળું નેં પેટ પકડી નેં હસુ આવે 6 ભાઈ....,surti,balanced
139,વાહ ધીરૂભાઈ વાહ❤❤❤❤❤,surti,balanced
140,❤ કાગ બાપુની કલમ 👌 વાહ ધીરૂભાઈ વાહ,surti,balanced
141,🎉 બહુ સારી વાત કરી છે 😅,surti,balanced
142,જગદીશ વડૉદરાગુજરાત,surti,balanced
143,😅 વાહ ધીરુ તારા ડાયરા બાકી,surti,balanced
144,વાહ વાહ ધીરૂભાઈ,surti,balanced
145,વાહ ધીરૂભાઇ વાહ 😂😂,surti,balanced
146,જય શ્રીરામ ધીરુભાઈ,surti,balanced
147,ધન્ય વાદ ધીરુભાઈ ધન્ય વાદ ધન્ય વાદ,surti,balanced
148,વાહ વાહ સરસ છે હો વાહ વાહ વાહ,surti,balanced
149,જ્ઞાન સાથે ગમ્મત મોજ આવી ગઇ હો બાકી.. 👌👌👌🤝👍👍👍,surti,balanced
150,"માનનીય શ્રી ધીરુભાઈ ખુબ ખુબ અભિનંદન ધન્ય છે આપની કૌટુંબિક સામાજિક માનભરી ભાષા સદાય રહેશે,,",surti,balanced
151,હા મોજ મસ્તી હા ધીરૂભાઇ સરવૈયા તમારી મોજ મસ્તી હા જય હો સંતવાણી ભજન સંતવાણી લૉકસાહિતય કાર નો જય હો 🙏🙏🙏👍🏼👍🏼👍🏼🎺🎺🎺🇮🇳🇮🇳🇮🇳,surti,balanced
152,ધીરુભાઈ એટલે ધીરુભાઈ.. ખરેખર કોમેડી ના બાદશાહ 👌👍,surti,balanced
153,ધીરૂ ભાઈ બિન હરિફ છે 🙏😄 ખુબજ અભિનંદન ભાઇ,surti,balanced
154,હાસ્ય સાથે જીવનની કેડી પર કેમ હાલવુ એનાં પથદર્શક છે... ધીરૂભાઇ 🙏,surti,balanced
155,"મોજ ધીરુભાઇ મોજ ધીરુભાઇ તમને મારા મેરેજમાં પ્રોગ્રામમાં બોલાવવા છે. તમારો કોન્ટેક્ટ કેમ કરવો. Mukesh Kumar Kukadiya From ; Barwala, Jasdan, Rajkot, Gujarat",surti,balanced
156,સગા કાકા થાય સે તમારા કે !?🤔😕,surti,balanced
157,ધીરુભાઈ જયશ્રી ચામુંડા માતા જી,surti,balanced
158,ધીરુભાઈ ની tlpadi વાણી અને રજૂ કરવાની ઢબ કાબિલે દાદ.,surti,balanced
159,વાહ ભીખુભાઈ વીરપુર નું ઘરેણું,surti,balanced
160,સરસ વિડીયો ધીરુભાઈ માં કાંઇ ના ઘટે 🙏👍👍👍👍👍👍👍👍👍👍👍,surti,balanced
161,🎉🎉જય ગુરુ મહારાજ ધીરુભાઈ 🎉🎉,surti,balanced
162,વ્યવહારિક અને આધ્યાત્મિક નુ જોડ છે ધીરૂભાઇ સરવૈયા એકદમ ઓશો જેવા,surti,balanced
163,હા ધીરુ ની મોજ હા,surti,balanced
164,"ઓહો, ધીરુભાઈ યુટ્યુબ ટ્રેન્ડિંગ માં, વાહ...",surti,balanced
165,🙏 બસમાં સીસીટીવી હોય તો પેસેન્જર નો ભૂલાયેલો સામાન તેમના ઘર સુધી પહોંચાડી શકાય.🙏 🙏 - શાર્દુલ કાન્તિભાઈ પટેલ,surti,balanced
166,આ તો ધીરૂભાઈ મોજ કરાવી દે એવા હો કાય નો ગટે 😂😂😂😂,surti,balanced
167,મોખવારિવેશેબોલોસાહેબ,surti,balanced
168,વાહ ધિરૂભાઈ તમારી મોજ,surti,balanced
169,ન્જનલલનનનનલલલલનલનનનનલલલલલલનલલલ્કલલનનનવનલ્કનવ્મધ્ધનનનનલલનનનનનનનનનનન્જનનનન,surti,balanced
170,વાહ ધીરુભાઈ વાહ,surti,balanced
171,ધીરૂભાઈ એ મોજ કરાવી દીધી 😂😂😂😂,surti,balanced
172,હા મોજ હા 👌ધીરુ ભાઈ ❤️👍,surti,balanced
173,વાહ ભાઈ વાહ સરસ 👍 ધીરુભાઇ,surti,balanced
174,ઈનાબાપના પૈસા આપે છે,surti,balanced
175,વાહ ધીરુભાઈ વાહ.,surti,balanced
176,વાહ ધીરુભાઈ વાહ સૌરાષ્ટ્ર નું ગૌરવ,surti,balanced
177,ખુબજ કામ નું રમુજી સમજણ..,surti,balanced
178,"જય, માતાજી 🌹 ધીરુભાઈ 🌹પગીનુ, પનોતી, મીકી,કહેશો,કોઈ, જીવનમાં,સફળતા,મળવાનથિન,દેતા,પગના,ચંપલમા,જોખાય,",surti,balanced
179,ભાવનગર વાળા like કરજો,surti,balanced
180,ધીરુભાઈ નુ હiલી ગિયુ સે,surti,balanced
181,ધધધધધછરધધધધ ધધધધ,surti,balanced
182,"ધીરુભાઈ,,જમાવટ,,હોય,,,,,હોય,,,ને,,,હોય,,,.",surti,balanced
183,Best. સરસ ખૂબ સરસ,surti,balanced
184,24 મીનીટ જલદી થઈ જાય જય હિદ🇮🇳 વંદેમાતરમ,surti,balanced
185,💐સરસ ધીરુભાઈ💐 જય સ્વામિનારાયણ💐,surti,balanced
186,ધીરુ ભાઈ ટ્રેડિંગ માં સે 33 મો વીડિયો સે હા મોજ હા,surti,balanced
187,મારા અતિપ્રિય હાસ્ય કલાકાર.🙏🙏,surti,balanced
188,ઓકે ગુડ બહુ સરસ,surti,balanced
189,વાહ ધીરુ ભાઈ વાહ😃😁😃😁,surti,balanced
190,હા મોજ હા ઘીરૂભાઈ,surti,balanced
191,🌹👌👍સુપરસ્ટાર ધીરૂભાઈ,surti,balanced
192,ધીરુભાઈ એટલે બસ,surti,balanced
193,બહુ મજાનો ગુજરાતી કલાકાર,surti,balanced
194,મીરા મન ખુલીને હસી રહી છે,surti,balanced
195,હું નાનપણ થી ધીરુભાઈ ને સા મભ રૂ સુ,surti,balanced
196,આમ નવા જોક્સ મુકતા રહો ભાઈ 👍🙏🙏 🙏 અને અમને હસાવતા રહો 🙏🙏,surti,balanced
197,હું પણ ખોડા ભાઈ,surti,balanced
198,આ ખો ભાગ. મોક લો. ભાઇ. એક ધારી. વાત જોઈ. છે.,surti,balanced
199,હાસ્ય કલાકાર તો આપણા સૌરાષ્ટ્ર ના ને ધીરુભાઈ સરવૈયા એક નંબર....,surti,balanced
200,ભગવાનને કહેવામાં આવેતે ભગવાન કરે છે પરંતુ આપણે કરવા જેવાં કામ ભગવાનને કહેવાના નથી અને પોતે કરવાનાં છે.જય યોગેશ્વર.,surti,balanced
201,🙏જયશ્રી કૃષ્ણ ધીરૂભાઈ 🙏,surti,balanced
202,વાહ ધીરુભાઈ સરકારી કર્મચારીની સાચી વાત વર્ણવી,surti,balanced
203,વાહ ધીરૂભાઇ be વાહ,surti,balanced
204,જોરદાર કૉમેડી ની સાથે સાચી સમજ પણ આપે છે જેમ કે corona મા docter અને હોસ્પિટલ staff ની વાત કરી ઍ 100% સાચી છે.,surti,balanced
205,corona ની વાત પણ સાચી છે.,surti,balanced
206,વાહ હાસ્ય કલાકાર ધીરુભાઈ સરવૈયા,surti,balanced
207,તમાંરો નંબર આપો ધીરૂભાઈ,surti,balanced
208,વનસ્પતિનો ખોરાક આપણાથી છિનવાય નહીં તેવું જીવન જીવતા રહીશું.જય યોગેશ્વર.,surti,balanced
209,જોરદાર ધીરુભાઈ બઉ જ સરસ,surti,balanced
210,મારા દાદા જીનકા હતા તયે તમારા વીડિયો બોવ જોતા,surti,balanced
211,માણા જેવા જોક સંભળાવી જો,surti,balanced
212,જીવન પવિત્ર બનતું જાય તેને મહેનત કહેવાય એટલે કે ભક્તિ.જય યોગેશ્વર.,surti,balanced
213,ધીરૂભાઇ ના જોક્સ તમને ગમે તો એક લાઈક જરૂર કરો,surti,balanced
214,વનસ્પતિ નો ખોરાક આપણાથી છીનવાઈ નહી તેવુ જીવન જીવતા રહીશુ જય યોગેશ્વર,surti,balanced
215,નાના ભડલા તા બોટાદ,surti,balanced
216,તારા વગર એકલા બહાર જવાય... પાટલુન વગર થોડી જવાય?? 😄😄😄😄😄,surti,balanced
217,મારે મોદી સાહેબના પગલે ચાલવું છે અને તું જશોદા બેન નાં પગલે. ચાલ 😂😂😂,surti,balanced
218,સુપર હિટ કૉમેડી ફિલ્મ 👌🙏😀😆😆😀😀❤,surti,balanced
219,દિના બેન સૌથી વધુ મને તમે બધા સાથે મળીને બેઠા છો એ ગમ્યો ❤,surti,balanced
220,બેસ્ટ મેસે બેસ્ટ ગુજ્જુભાઈ❤❤❤❤❤❤❤😅😅😅😅😅😅,surti,balanced
221,જોઈએ આજે આ ભારતના ત્રીરંગાને કોણ લાઈક કરેછે🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,surti,balanced
222,સાસુ માં ને સાસરા એ બહુ ફેરવીને હે😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,surti,balanced
223,મારે આ ભાભી જ નહીં ચાલે ઉઠાવ ભંગાર ના ભાવે,surti,balanced
224,પંજાબી માં પ્યારા લાગો છો,surti,balanced
225,બાથરૂમ પાસે તમારા પપ્પા નો ફોટો તમારા પપ્પા નો તો ભલે હોય પણ મંદિર પણ બાથરૂમ પાસે 😂😂😂😂😂 પણ તમે વિડિયો બહુ જ સરસ બનાવો છો 🎉😂😂😂,surti,balanced
226,શાંતિ માં મજા નથી 😂,surti,balanced
227,ગુજ્જુભાઈ જોરદાર,surti,balanced
228,વાહ વાહ વાહ ભાઈ વાહ ❤❤❤,surti,balanced
229,1:04:15 ઈતિહાસમાં પહલીવાર શિવરંજની રાગમાં જોક્સ....😂😂😅😅,surti,balanced
230,Bhai ગભા નૂ લાવો ને😅😅😅😅,surti,balanced
231,જુની વાતો કરીને ફરી નાન પણ આદ આવી ગયું આભાર વ્યક્ત કરું છું,surti,balanced
232,ઓડીયન્સમાં કેશરી કલરમાં બેઠેલા છે કઈ સ્કૂલનું યુનીફોર્મ છે..?,surti,balanced
233,😂😂કણબી નો કલાકાર બન્યો લાગે છે 😢 સાવ બેકાર છે 😂હલી મળ્યા દાયરા કરવા,surti,balanced
234,ગુરૂકુળ જે તમારા જેવા ને નહિ સમજાઈ,surti,balanced
235,બિલકુલ સરસ નથી 😈😡,surti,balanced
236,સુરતી નહિ કાઠિયાવાડી ભાષા છે.,surti,balanced
237,જય શ્રી કૃષ્ણ શરણમ્ જય ગુરુદેવ મહારાજ,surti,balanced
238,વા મારા કલાકાર વા,surti,balanced
239,જબરજસ્ત જોક્સ છે,surti,balanced
240,વાહ પ્રિય મિત્ર નવસાદ ભાઈ,surti,balanced
241,તો આંખ બંધ કરીને સાંભળ ને ડોબા,surti,balanced
242,ધીરુભાઈ ને પદ્મશ્રી આપો,surti,balanced
243,ખુબ ખુબ સરસ દાદા સાહેબ અભિનંદન,surti,balanced
244,એક કેક 🍰🍮કાપો એટલે એક આતંકવાદી વધી જાય છે. દેશ મા😮 વિચારો,surti,balanced
245,ધીરુભાઈ ખરેખર પદ્મશ્રી ને લાયક છે મળવો જોઈએ...,surti,balanced
246,હિરા ના કારીગર ની મહેનત સૌથી વધારે હોય છે..,surti,balanced
247,જય સ્વમિનારાયણ ❤❤,surti,balanced
248,❤😂 હા કાકા તમે માર્કેટમાં આવવાનો વાત કરો,surti,balanced
249,"જય શ્રી સ્વામિનારાયણ, મહેશ ભાઈ 🙏🌹🙏🌹🙏🌹🙏🌹🙏🌹🙏🌹🙏🌹🙏🌹",surti,balanced
250,જય સ્વામીનારાયણ,surti,balanced
251,બહુજ મજા આવે છે. પણ ટોયલેટ ના જોક્સ કહેવા જોઈએ નહિ. ખરાબ લાગે છે. તમારી ઇમ્પ્રેસન બગડે છે. તમારા જોક્સમા બહુજ મજા આવે છે.,surti,balanced
252,😂 Jay સ્વામિનારાયણ,surti,balanced
253,"કાકા ખૂબ જ રસપ્રદ કોમેડિયન છે. ખૂબ સરસ, સાંભળવા લાયક.",surti,balanced
254,"આ તો ,,હાલો આપણાં મલકમાં, ગરવો ગુજરાતી, રાજ રતન જેવી ગુજરાતી ફિલ્મોના મહાન કલાકાર મહેશ વૈધ...વાહ જોરદાર.",surti,balanced
255,મહેશભાઈ ને ભાવથી જય સ્વામીનારાયણ👏,surti,balanced
256,કાકા અમિત શાહના ગામનો રહેવાસી છે.,surti,balanced
257,હુ પન ગુજરાતી સિંગર છુ કાકા ને પેલી વખત જોયા પન મજા આવી જય,surti,balanced
